Net Range,Organization Name,Machines Responding
194.4.42.0 - 194.4.43.255,INTRANETWIFI-2,1
46.242.149.0 - 46.242.226.255,home.pl network,14
209.97.128.0 - 209.97.191.255,"DigitalOcean, LLC",8
64.92.96.0 - 64.92.127.255,"Netfronts, Inc",3
91.85.32.0 - 91.85.63.255,Eclipse Dynamic ADSL Pool,1
120.192.0.0 - 120.255.255.255,China Mobile,21
83.234.136.0 - 83.234.137.255,"Krasnodar, Russia",1
133.242.226.0/24,SAKURA Internet Inc.,1
152.228.128.0 - 152.228.255.255,RIPE Network Coordination Centre,8
103.45.128.0 - 103.45.131.255,Nanshan District Shenzhen city of Guangdong Province,3
150.229.0.0 - 150.229.255.255,Commonwealth Scientific and Industrial Research Organisation,1
209.87.144.0 - 209.87.159.255,"Liquid Web, L.L.C",3
138.68.0.0 - 138.68.255.255,"DigitalOcean, LLC",32
192.175.96.0 - 192.175.127.255,iWeb Technologies Inc.,1
18.164.0.0 - 18.165.255.255,"Amazon.com, Inc.",132
202.112.0.0 - 202.121.255.255,"Beijing, 100084",17
198.235.132.0 - 198.235.135.255,"Intelligent Technology Solutions, Inc.",1
93.125.30.0 - 93.125.30.255,"Reliable Software, Ltd.",1
191.60.0.0/14,CLARO S.A.,57
197.253.64.0 - 197.253.127.255,Ghana Government (Ministry of Communications),17
152.0.0.0 - 152.0.255.255,Latin American and Caribbean IP address Regional Registry,10
108.165.224.0 - 108.165.255.255,IPXO LLC,2
208.106.128.0 - 208.106.255.255,"Newtek Technology Solutions, Inc",29
23.62.192.0 - 23.62.207.255,"Akamai International, BV",10
75.130.128.0 - 75.130.159.255,Charter Communications,2
217.160.198.0 - 217.160.199.255,IONOS SE,1
223.27.192.0 - 223.27.255.255,"United Information Highway Co.,Ltd.",1
59.110.0.0 - 59.110.255.255,"Alibaba (US) Technology Co., Ltd.",15
82.223.0.0 - 82.223.255.255,ARSYS INTERNET S.L.U.,1
97.85.0.0 - 97.85.63.255,Charter Communications,1
23.230.0.0 - 23.230.255.255,EGIHosting,26
66.60.246.0 - 66.60.255.255,"Phonoscope, Inc.",1
46.243.181.0 - 46.243.181.255,ITGLOBAL-DS1,1
203.99.96.0 - 203.99.127.255,"Bogor, Jawa Barat, 16166",7
209.142.96.0 - 209.142.99.255,Full Throttle Networks Inc.,2
104.228.0.0 - 104.229.255.255,Charter Communications Inc,2
17.0.0.0 - 17.255.255.255,Apple Inc.,13
107.158.156.0 - 107.158.159.255,Natural Paradise,2
52.222.128.0 - 52.222.255.255,"Amazon.com, Inc.",28
178.46.144.0 - 178.46.159.255,Rostelecom networks,2
41.181.168.0 - 41.181.175.255,MTN Business SA Customer,1
162.19.0.0 - 162.19.255.255,RIPE Network Coordination Centre,15
78.116.0.0 - 78.116.255.255,CEGETEL  France,1
68.113.176.0 - 68.113.191.255,Charter Communications,1
178.32.2.192 - 178.32.2.255,"Paris, France",1
217.8.236.0 - 217.8.239.255,"MTS PJSC, MR Sibir",1
14.224.0.0 - 14.255.255.255,VNPT,23
183.96.0.0 - 183.127.255.255 (/11),Korea Telecom,4
185.235.134.0 - 185.235.135.255,F.O.C.S.,1
159.65.0.0 - 159.65.255.255,"DigitalOcean, LLC",36
216.226.196.0 - 216.226.199.255,"Infinite Campus, Incorporated",6
172.87.76.0 - 172.87.79.255,Hortons TV & Electronics Inc,1
13.24.0.0 - 13.59.255.255,Amazon Technologies Inc.,51
8.208.0.0 - 8.223.255.255,Asia Pacific Network Information Centre,56
95.80.245.176 - 95.80.245.191,"Dial Telecom, a.s.",1
199.233.232.0 - 199.233.235.255,"QuickPacket, LLC",3
162.43.0.0 - 162.43.127.255,Asia Pacific Network Information Centre,4
98.160.0.0 - 98.191.255.255,Cox Communications Inc.,17
217.114.203.0 - 217.114.203.255,MEDIACTIVE SAS,1
71.181.128.0 - 71.191.255.255,Verizon Business,2
78.94.64.0 - 78.94.127.255,Vodafone West,1
213.6.64.0 - 213.6.87.255,DSL,1
108.156.0.0 - 108.159.255.255,"Amazon.com, Inc.",161
198.38.80.0 - 198.38.95.255,RIPE Network Coordination Centre,6
206.162.244.0 - 206.162.247.255,IPXO LLC,1
65.8.0.0 - 65.8.255.255,"Amazon.com, Inc.",56
104.82.96.0 - 104.82.111.255,"Akamai International, BV",3
216.185.48.0 - 216.185.51.255,IPXO LLC,2
37.72.240.0 - 37.72.255.255,NORDNET FR - 37.72.240.0/20,2
75.2.0.0 - 75.2.191.255,"Amazon.com, Inc.",17
200.149.128.0/17,V tal,1
222.119.96.0 - 222.119.96.255 (/24),KT,1
163.44.3.0 - 163.44.3.255,"Server Hosting Service (NTTPCCommunications,Inc.)",1
146.190.0.0 - 146.190.255.255,"DigitalOcean, LLC",39
185.81.128.0 - 185.81.129.255,HOSTING-VP,1
52.145.0.0 - 52.191.255.255,Microsoft Corporation,97
64.130.64.0 - 64.130.95.255,Vexus Fiber,1
23.72.0.0 - 23.79.255.255,"Akamai Technologies, Inc.",199
191.252.0.0/16,Locaweb Servi�os de Internet S/A,18
176.31.156.32 - 176.31.156.47,WebHi Technology,1
104.223.0.0 - 104.223.127.255,QuadraNet Enterprises LLC,11
59.25.173.0 - 59.25.173.127 (/25),Korea Telecom,1
18.172.0.0 - 18.173.255.255,"Amazon.com, Inc.",78
211.228.30.128 - 211.228.30.191 (/26),Jeonnambonbujang,1
104.238.186.0 - 104.238.187.255,"Vultr Holdings, LLC",1
156.250.0.0 - 156.250.255.255,African Network Information Center,27
199.167.72.0 - 199.167.79.255,Contegix,1
156.254.0.0 - 156.254.255.255,African Network Information Center,17
62.4.9.64 - 62.4.9.95,"Paris, France",1
76.96.0.0 - 76.159.255.255,"Comcast Cable Communications, LLC",21
13.50.0.0 - 13.50.255.255,Amazon Data Services Sweden,8
192.64.32.0 - 192.64.35.255,"ACENET, INC.",1
91.215.40.0 - 91.215.43.255,DDOS-GUARD LTD,1
95.165.0.0 - 95.165.127.255,"Moscow, Russia",2
13.230.0.0 - 13.231.255.255,Amazon Data Services Japan,16
143.95.0.0 - 143.95.255.255,Athenix Inc.,13
35.182.0.0 - 35.183.255.255,Amazon Data Services Canada,23
221.142.226.0 - 221.142.226.255 (/24),Gyeongbuk Institute of IT Convergence Industry Technology,1
101.42.0.0 - 101.43.255.255,"Tencent Cloud Computing (Beijing) Co., Ltd",20
103.23.8.0 - 103.23.11.255,Kunming Baiyun lu Dantongdahsha 9A01,2
206.223.83.0 - 206.223.84.255,Atlantic Cellular Management Company,1
15.164.0.0 - 15.165.255.255,AWS Asia Pacific (Seoul) Region,13
118.89.0.0 - 118.89.255.255,Shenzhen Tencent Computer Systems Company Limited,8
216.131.64.0 - 216.131.127.255,"Strong Technology, LLC.",4
85.31.153.0 - 85.31.159.255,QualityNet AG,1
52.96.0.0 - 52.115.255.255,Microsoft Corporation,19
104.196.0.0 - 104.199.255.255,Google LLC,16
72.249.48.0 - 72.249.49.255,Rochen Limited,1
173.44.128.0 - 173.44.255.255,Eonix Corporation,15
103.49.61.0 - 103.49.61.255,BEST WEBTECHNOLOGY LIMITED,1
54.224.0.0 - 54.255.255.255,Amazon Technologies Inc.,45
100.20.0.0 - 100.23.255.255,"Amazon.com, Inc.",20
122.248.192.0 - 122.248.223.255,Amazon Asia-Pacific Resources Private Limited,1
85.215.96.0 - 85.215.127.255,Strato AG,1
200.17.192.0/19,UFPR (Universidade Federal do Paran�),4
211.251.212.0 - 211.251.223.255 (/21+/22),Korea Telecom,2
118.41.59.0 - 118.41.59.255 (/24),KT,1
66.188.96.0 - 66.188.111.255,Charter Communications,1
95.111.212.0 - 95.111.215.255,UpCloud Ltd,1
136.0.111.0 - 136.0.111.255,HostBudget LLC,1
189.240.0.0/16,UNINET,2
119.28.0.0 - 119.29.255.255,Shenzhen Tencent Computer Systems Company Limited,18
211.115.92.128 - 211.115.92.255 (/25),hanbiro,1
66.190.208.0 - 66.190.223.255,Charter Communications,1
219.94.162.0 - 219.94.162.255,SAKURA Internet Inc.,2
154.204.105.0 - 154.204.105.255,LuoGeLang (France) Limited,1
104.251.208.0 - 104.251.223.255,"Nodisto IT, LLC",4
84.52.64.0 - 84.52.79.255,WestCall-NET,1
207.228.224.0 - 207.228.255.255,HopOne Internet Corporation,3
142.93.0.0 - 142.93.255.255,"DigitalOcean, LLC",40
156.234.0.0 - 156.234.255.255,African Network Information Center,24
156.248.0.0 - 156.248.255.255,African Network Information Center,8
3.224.0.0 - 3.239.255.255,Amazon Data Services NoVa,135
188.65.192.0 - 188.65.199.255,Iddink Digital B.V.,1
117.64.0.0 - 117.71.255.255,Beijing 100032,6
5.75.128.0 - 5.75.255.255,Hetzner Online GmbH,5
173.247.208.0 - 173.247.223.255,SiteSell Inc.,2
114.215.0.0 - 114.215.255.255,China Internet Network Information Center,6
120.96.32.0 - 120.96.63.255,Taipei Taiwan,2
125.22.58.96 - 125.22.58.103,INDIA,1
98.192.0.0 - 98.255.255.255,"Comcast Cable Communications, LLC",22
160.124.0.0 - 160.124.255.255,Posix Systems (Pty) Ltd,35
50.3.224.0 - 50.3.227.255,ServerHub Chicago,4
72.176.0.0 - 72.191.255.255,Charter Communications Inc,23
87.79.64.0 - 87.79.81.127,NetCologne PA space,1
185.54.7.0 - 185.54.7.255,HIDORA SA,1
186.7.0.0/16,Compañía Dominicana de Teléfonos S. A.,22
63.250.32.0 - 63.250.47.255,"Namecheap, Inc.",2
192.96.200.0 - 192.96.207.255,"Leaseweb USA, Inc.",1
197.244.0.0 - 197.244.127.255,TOPNET,1
104.164.0.0 - 104.165.255.255,EGIHosting,56
104.252.0.0 - 104.253.255.255,EGIHosting,43
54.210.0.0 - 54.211.255.255,"Amazon.com, Inc.",26
121.196.0.0 - 121.199.255.255,"Alibaba (US) Technology Co., Ltd.",19
72.3.0.0 - 72.3.127.255,Illinois Dept of Innovation and Technology,11
212.115.100.0 - 212.115.103.255,Hop Bilisim Teknolojileri Anonim Sirketi,1
178.128.80.0 - 178.128.95.255,DIGITALOCEAN,2
184.95.64.0 - 184.95.127.255,NetNet,25
112.0.0.0 - 112.63.255.255,China Mobile Communications Corporation,20
85.10.128.0 - 85.10.159.255,Signet B.V.,2
89.244.0.0 - 89.247.255.255,1&1 Versatel Deutschland GmbH,2
191.80.0.0/14,Telefonica de Argentina,9
95.100.112.0 - 95.100.127.255,Akamai Technologies,2
206.232.0.0 - 206.238.255.255,"PSINet, Inc.",24
173.236.128.0 - 173.236.255.255,"New Dream Network, LLC",32
86.13.204.0 - 86.13.204.255,NORTHAMPTON,1
67.240.0.0 - 67.255.255.255,Charter Communications Inc,15
208.125.0.0 - 208.125.255.255,Charter Communications Inc,3
61.126.0.0-61.126.71.255,Open Computer Network,3
216.198.206.0 - 216.198.206.255,"Advanced Online Solutions, Inc.",1
148.139.0.0 - 148.139.255.255,RIPE Network Coordination Centre,16
188.127.231.0 - 188.127.231.255,SA,1
185.255.120.0 - 185.255.120.255,OffshoreJoy - Top AG Hosting Company,1
142.44.234.0 - 142.44.234.255,"OVH Hosting, Inc.",1
102.222.116.0 - 102.222.119.255,Tecpoint Global Solution limited,1
198.46.128.0 - 198.46.255.255,ColoCrossing,5
218.60.0.0 - 218.61.255.255,CNC Group CHINA169 Liaoning Province Network,1
72.65.128.0 - 72.71.191.255,Verizon Business,3
95.213.27.0 - 95.213.27.255,Saint Petersburg region,1
35.208.0.0 - 35.247.255.255,Google LLC,264
92.204.0.0 - 92.204.63.255,HEG Mass,1
91.217.62.0 - 91.217.63.255,LLC Megacom-IT,1
207.204.0.0 - 207.204.55.255,"Register.com, Inc",18
209.206.48.0 - 209.206.63.255,Meraki LLC,2
139.180.128.0 - 139.180.191.255,Asia Pacific Network Information Centre,5
156.252.0.0 - 156.252.255.255,African Network Information Center,24
185.8.0.248 - 185.8.0.255,GNC-Alfa LIR,1
5.251.160.0 - 5.251.167.255,Kazakhtelecom,2
74.127.63.0 - 74.127.63.255,"Advanced Online Solutions, Inc.",1
52.58.0.0 - 52.59.255.255,A100 ROW GmbH,26
96.71.64.0 - 96.71.95.255,"Comcast Cable Communications, LLC",1
193.104.180.0 - 193.104.180.255,ROPARDO SRL,1
185.176.89.0 - 185.176.89.255,Stack-Network-Ltd,2
107.180.0.0 - 107.180.127.255,"GoDaddy.com, LLC",30
74.114.188.0 - 74.114.191.255,"Pilot Travel Centers, LLC",1
45.61.128.0 - 45.61.191.255,FranTech Solutions,12
1.172.0.0 - 1.172.255.255,Taipei Taiwan,1
85.128.144.0 - 85.128.255.255,webhosting servers,19
216.172.160.0 - 216.172.191.255,WEBSITEWELCOME.COM,3
173.247.240.0 - 173.247.255.255,"InMotion Hosting, Inc.",1
87.106.16.0 - 87.106.31.255,IONOS-PA-5,1
38.26.128.0 - 38.26.255.255,PEG TECH INC,35
115.231.168.0 - 115.231.168.255,country:        CN,1
92.42.14.0 - 92.42.14.255,Selectel Route Object,1
31.31.192.0 - 31.31.203.255,"""Domain names registrar REG.RU"", Ltd",3
150.0.0.0 - 150.255.255.255,Early registration addresses,33
173.222.0.0 - 173.223.255.255,"Akamai Technologies, Inc.",71
156.226.0.0 - 156.226.255.255,African Network Information Center,19
139.28.212.0 - 139.28.215.255,Hop Bilisim Teknolojileri Anonim Sirketi,2
49.212.46.0 - 49.212.46.255,SAKURA Internet Inc.,1
74.208.0.0 - 74.208.255.255,IONOS Inc.,35
211.111.219.0 - 211.111.219.127 (/25),Aladin Communication,1
2.23.64.0 - 2.23.79.255,Akamai Technologies,6
146.148.128.0 - 146.148.255.255,GCHAO LLC,39
67.199.0.0 - 67.199.127.255,"Newtek Technology Solutions, Inc",19
103.86.180.0 - 103.86.183.255,route object,1
107.155.64.0 - 107.155.127.255,"HIVELOCITY, Inc.",3
94.196.0.0 - 94.196.255.255,Mobile Broadband Service,1
209.126.16.0 - 209.126.31.255,"Liquid Web, L.L.C",1
142.11.192.0 - 142.11.255.255,Hostwinds LLC.,21
30.0.0.0 - 30.255.255.255,DoD Network Information Center,99
162.0.208.0 - 162.0.223.255,"Namecheap, Inc.",4
190.151.176.0/24,GCA Telecom,1
98.144.0.0 - 98.157.255.255,Charter Communications Inc,5
82.223.0.0 - 82.223.63.255,arsys.es,2
50.114.128.0 - 50.114.191.255,"Ace Data Centers, Inc.",3
103.120.56.0 - 103.120.59.255,JASNET-POOL-1,1
130.153.0.0 - 130.153.255.255,Asia Pacific Network Information Centre,1
13.249.0.0 - 13.249.255.255,"Amazon.com, Inc.",69
193.32.37.0 - 193.32.37.255,Cyfrowy Polsat S.A.,1
50.251.32.0 - 50.251.63.255,"Comcast Cable Communications, LLC",1
104.66.64.0 - 104.66.95.255,"Akamai International, BV",6
18.166.0.0 - 18.167.255.255,Amazon Data Services Hong Kong,10
23.36.160.0 - 23.36.175.255,"Akamai International, BV",3
69.162.64.0 - 69.162.127.255,"Limestone Networks, Inc.",1
213.123.252.0 - 213.123.253.255,BT Public Internet Service,1
185.45.0.0 - 185.45.3.255,"iland Europe, Ltd.",1
175.212.144.0 - 175.212.144.255 (/24),KT,2
149.40.48.0 - 149.40.63.255,CDN77,1
207.23.160.0 - 207.23.191.255,Simon Fraser University,8
95.100.176.0 - 95.100.191.255,Akamai Technologies,1
173.231.192.0 - 173.231.255.255,"InMotion Hosting, Inc.",11
65.9.128.0 - 65.9.191.255,"Amazon.com, Inc.",16
183.99.186.0 - 183.99.186.255 (/24),KT,1
196.16.0.0 - 196.19.255.255,Seychelles,3
66.180.64.0 - 66.180.64.255,Blueshift Information Systems Inc.,1
79.96.128.0 - 79.96.255.255,home.pl network,14
23.214.116.0 - 23.214.119.255,"Akamai International, BV",2
15.206.0.0 - 15.207.255.255,Amazon Data Services India,24
38.6.0.0 - 38.6.127.255,PEG TECH INC,20
194.156.64.0 - 194.156.67.255,FOXCLOUD LLP,1
35.129.0.0 - 35.151.255.255,Charter Communications,27
64.37.48.0 - 64.37.63.255,"HostDime.com, Inc.",3
199.232.0.0 - 199.232.255.255,"Fastly, Inc.",84
14.144.0.0 - 14.159.255.255,China Telecom,3
96.88.32.0 - 96.88.63.255,"Comcast Cable Communications, LLC",1
204.11.58.0 - 204.11.59.255,PDR,2
18.238.0.0 - 18.239.255.255,"Amazon.com, Inc.",80
137.83.4.0 - 137.83.7.255,"Zultys, Inc.",1
206.72.192.0 - 206.72.207.255,"Interserver, Inc",1
178.32.96.0 - 178.32.127.255,"Paris, France",4
63.134.192.0 - 63.134.255.255,"Newtek Technology Solutions, Inc",15
37.80.0.0 - 37.87.255.255,Telekom Deutschland GmbH,4
185.158.138.0 - 185.158.138.255,Shuju-Lu,1
95.100.48.0 - 95.100.63.255,Akamai Technologies,3
213.151.48.0 - 213.151.63.255,Internet Rimon LTD,5
107.172.0.0 - 107.175.255.255,ColoCrossing,33
142.44.179.0 - 142.44.179.255,"OVH Hosting, Inc.",1
139.94.0.0 - 139.94.255.255,Texas A&M University - Kingsville,1
210.60.207.0 - 210.60.207.255,Taipei Taiwan,1
49.232.0.0 - 49.235.255.255,Shenzhen Tencent Computer Systems Company Limited,19
199.167.16.0 - 199.167.23.255,Astute Hosting Inc.,1
35.180.0.0 - 35.180.255.255,Amazon Data Services France,16
104.237.128.0 - 104.237.159.255,Linode,7
164.132.0.0 - 164.132.255.255,OVH SAS,1
50.18.0.0 - 50.18.255.255,"Amazon.com, Inc.",6
95.129.16.0 - 95.129.23.255,Wireless Logic Limited,1
2.102.76.0 - 2.102.79.255,TalkTalk Communications Limited,1
216.16.0.0 - 216.16.127.255,Clarity Telecom LLC,2
107.162.0.0 - 107.162.255.255,"F5, Inc.",22
193.231.169.0 - 193.231.169.255,Mediasat Network,1
38.163.0.0 - 38.163.127.255,PEG TECH INC,30
115.88.0.0 - 115.95.255.255,LG DACOM Corporation,3
52.78.0.0 - 52.78.255.255,AWS Asia Pacific (Seoul) Region,15
47.92.0.0 - 47.97.255.255,Asia Pacific Network Information Centre,77
2.134.120.0 - 2.134.124.255,Kazakhtelecom Data Network Administration,1
99.224.0.0 - 99.255.255.255,Rogers Communications Canada Inc.,12
46.3.0.0 - 46.3.255.255,Dom Tehniki Ltd,1
193.58.112.0 - 193.58.112.255,Datacenter-Hasselt,1
173.213.64.0 - 173.213.127.255,Eonix Corporation,7
104.84.144.0 - 104.84.147.255,"Akamai International, BV",2
18.178.0.0 - 18.178.255.255,Amazon Data Services Japan,10
84.23.8.0 - 84.23.8.63,Biznet Solutions Limited,2
3.36.0.0 - 3.39.255.255,AWS Asia Pacific (Seoul) Region,33
130.211.0.0 - 130.211.255.255,Google LLC,28
223.4.0.0 - 223.7.255.255,"Alibaba (US) Technology Co., Ltd.",4
104.121.16.0 - 104.121.31.255,"Akamai International, BV",3
147.50.0.0 - 147.50.255.255,Asia Pacific Network Information Centre,3
23.53.48.0 - 23.53.63.255,"Akamai International, BV",5
65.181.128.0 - 65.181.159.255,IPXO LLC,8
185.69.152.0 - 185.69.153.255,DC network,2
198.200.32.0 - 198.200.63.255,PEG TECH INC,4
104.143.128.0 - 104.143.159.255,HT,8
143.198.0.0 - 143.198.255.255,"DigitalOcean, LLC",35
89.26.246.64 - 89.26.246.127,ONITELECOM,1
47.235.0.0 - 47.246.255.255,Alibaba Cloud LLC,36
170.178.160.0 - 170.178.191.255,Sharktech,4
193.8.237.0 - 193.8.237.255,Adam Golebiowski trading as DM6,1
81.23.152.0 - 81.23.155.255,Rostelecom networks,1
43.249.222.0 - 43.249.222.255,"TAIWOKAM TECHNOLOGY CO., LIMITED",1
191.242.241.240/29,Sincronica Sistemas Integrados Ltda,1
46.141.138.0 - 46.141.138.255,Wolnext srl,1
153.127.121.0 - 153.127.121.255,SAKURA Internet Inc.,1
185.23.118.0 - 185.23.118.255,PROFESIONALHOSTING,1
43.251.108.0 - 43.251.111.255,Nexon Asia Pacific Pty Ltd,1
50.118.128.0 - 50.118.255.255,EGIHosting,9
164.92.64.0 - 164.92.255.255,"DigitalOcean, LLC",18
14.194.0.0 - 14.195.255.255,Tata Teleservices Limited -GSM Division,1
45.114.224.0 - 45.114.227.255,Transferred to the ARIN region on 2018-07-26T02:48:19Z.,1
154.194.172.0 - 154.194.172.255,Starbow Ltd,1
167.235.0.0 - 167.235.255.255,RIPE Network Coordination Centre,17
41.238.0.0 - 41.238.255.255,TE Data,1
162.55.0.0 - 162.55.255.255,RIPE Network Coordination Centre,13
109.36.0.0 - 109.37.127.255,VODAFONE-NL,18
195.53.217.0 - 195.53.217.255,"MAPFRE INTERNET, S.A.",1
166.88.0.0 - 166.88.255.255,EGIHosting,13
93.105.96.0 - 93.105.111.255,-= CORE NET. BROADBAND USERS =-,1
186.27.192.0/20,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,2
84.9.208.0 - 84.9.209.255,Vodafone,1
3.96.0.0 - 3.97.255.255,Amazon Data Services Canada,19
179.132.0.0/14,TELEF�NICA BRASIL S.A,1
68.177.188.0 - 68.177.191.255,SERVICE MANAGEMENT GROUP,1
212.50.28.0 - 212.50.29.255,Spectrum NET PA space,2
188.93.144.0 - 188.93.151.255,IPv4 address block not managed by the RIPE NCC,1
115.112.0.0 - 115.119.255.255,Tata Communications Limited,1
69.28.84.0 - 69.28.85.255,"Atlantic.Net - Dallas, LLC.",1
172.112.0.0 - 172.119.255.255,Charter Communications Inc,5
184.86.236.0 - 184.86.239.255,"Akamai International, BV",2
23.45.240.0 - 23.45.255.255,"Akamai International, BV",10
84.53.184.0 - 84.53.191.255,Akamai Technologies,1
160.242.0.0 - 160.242.255.255,African Network Information Center,3
50.242.0.0 - 50.242.31.255,"Comcast Cable Communications, LLC",1
148.72.0.0 - 148.72.255.255,"GoDaddy.com, LLC",20
220.116.0.0 - 220.127.255.255,Korea Telecom,9
152.30.0.0 - 152.30.255.255,Western Carolina University,44
50.2.134.0 - 50.2.134.255,Washington Webex,2
188.92.222.0 - 188.92.222.255,+74132692000,1
108.167.128.0 - 108.167.191.255,WEBSITEWELCOME.COM,9
190.200.0.0/13,"CANTV Servicios, Venezuela",18
172.252.0.0 - 172.252.255.255,EGIHosting,25
131.229.0.0 - 131.229.255.255,Smith College,1
71.28.0.0 - 71.31.255.255,Windstream Communications LLC,4
162.215.252.0 - 162.215.253.255,PDR,2
23.104.0.0 - 23.104.255.255,"LeaseWeb USA, Inc. Los Angeles",10
193.248.164.0 - 193.248.164.255,France Telecom Orange,1
77.118.0.0 - 77.118.255.255,Hutchison Drei Austria GmbH,1
24.64.0.0 - 24.71.255.255,Shaw Communications Inc.,4
200.29.32.0/19,TELEFÓNICA CHILE S.A.,2
35.8.0.0 - 35.10.255.255,Michigan State University,2
88.216.90.0 - 88.216.91.255,UAB Nacionalinis Telekomunikaciju Tinklas,1
5.161.0.0 - 5.161.255.255,Hetzner Online GmbH,15
181.48.0.0/13,Telmex Colombia S.A.,11
221.152.204.0 - 221.152.204.255 (/24),KT,1
173.32.0.0 - 173.35.255.255,Rogers Communications Canada Inc.,63
80.151.0.0 - 80.151.255.255,Deutsche Telekom AG,2
23.221.160.0 - 23.221.175.255,"Akamai International, BV",7
97.74.0.0 - 97.74.255.255,"GoDaddy.com, LLC",13
139.199.0.0 - 139.199.255.255,Asia Pacific Network Information Centre,4
144.22.0.0 - 144.23.255.255,Latin American and Caribbean IP address Regional Registry,11
202.157.184.0 - 202.157.184.255,Exa Bytes Network Sdn.Bhd.,1
104.87.224.0 - 104.87.239.255,"Akamai International, BV",7
209.151.160.0 - 209.151.175.255,Galaxyvisions Inc,1
46.253.96.0 - 46.253.103.255,GD Net,1
173.254.0.0 - 173.254.127.255,Unified Layer,19
84.199.16.0 - 84.199.31.255,TELENET CUSTOMERS,1
202.95.0.0 - 202.95.31.255,RACKIP CONSULTANCY PTE. LTD.,1
37.140.192.0 - 37.140.195.255,Reg.Ru,1
134.209.0.0 - 134.209.255.255,"DigitalOcean, LLC",40
60.43.133.0 - 60.43.245.255,Open Computer Network,11
154.203.188.0 - 154.203.188.255,INTERCONTINENTAL INTERNET DATA CORP,1
45.64.64.0 - 45.64.67.255,Incapsula Inc,2
38.60.64.0 - 38.60.127.255,KURUN CLOUD INC,19
51.91.202.112 - 51.91.202.115,Barberis-Negra Olivier,1
212.108.170.0 - 212.108.170.255,LYNET Kommunikation,1
62.210.0.0 - 62.210.127.255,Scaleway,6
123.56.0.0 - 123.57.255.255,"Alibaba (US) Technology Co., Ltd.",28
